AADT,Latitude,Longitude,yn,Divided,LaneCount,DGAC,Latex,SMA,PCCP,Age,Friction,Macro,IRI,Gradient,Curvature,LatitudeGPS,LongitudeGps,Crash,lnAADT
37000,37.7168352,-77.80475855,0,1,2,1,0,0,0,23,40.1590531,0.53375,1.6951875,-1.416875,0.00021875,37.7169981,-77.80458814,0,10.51867319
35000,37.63382224,-77.38628224,0,1,4,0,0,1,0,11,47.2412428,0.83625,2.5525,-0.32125,0.0002125,37.63375372,-77.3863174,1,10.46310334
22000,36.86548837,-77.83583723,1,1,2,0,0,1,0,4,53.49211452,0.780625,1.0918125,-0.39125,0.00025,36.86529396,-77.83574498,0,9.998797732
9700,37.21399777,-77.36163082,0,0,4,1,0,0,0,4,52.61283589,0.51875,1.11,1.0325,0.000175,37.21403584,-77.36167494,0,9.179881164
25000,36.69059468,-78.12374071,0,1,2,0,0,1,0,3,53.30027191,0.705625,0.9761875,-0.44,0.00035,36.69062707,-78.12371699,1,10.1266311
7700,36.67153696,-78.24833389,1,1,2,0,1,0,0,4,61.77332054,0.743125,1.517875,1.96375,0.0003125,36.67140127,-78.24839559,1,8.948975608
9700,37.2123721,-77.35654992,0,0,4,1,0,0,0,4,53.36421945,0.495,2.128,-0.000625,0.000475,37.21234344,-77.356654,0,9.179881164
8000,37.1899991,-77.48844164,0,1,2,0,0,1,0,50,40.1590531,0.87125,0.9700625,-0.350625,0.000475,37.19022057,-77.48856581,1,8.987196821
15000,37.51014254,-77.27594016,1,1,2,0,0,1,0,12,52.42099328,0.92625,2.4683125,0.67375,0.00039375,37.51015661,-77.27590168,0,9.61580548
1600,37.67224387,-77.49396674,0,1,3,0,0,1,0,8,38.99201056,0.80125,1.9580625,0.33375,0.000225,37.67223605,-77.49386993,1,7.377758908
10000,37.77600022,-77.46635113,0,0,4,1,0,0,0,11,51.50974088,0.806875,1.25125,-0.15125,0.000925,37.77594431,-77.46665693,1,9.210340372
4900,36.65046357,-78.68472641,0,1,2,1,0,0,0,6,57.48883557,0.52625,1.0223125,-2.3275,0.0002875,36.65048038,-78.68467055,1,8.496990484
15000,37.17465337,-77.30410104,0,0,4,1,0,0,0,3,52.78869162,0.82625,2.1483125,-0.08,0.00026875,37.17453555,-77.3040302,0,9.61580548
18000,37.74756316,-77.47118815,0,0,4,1,0,0,0,11,47.00143954,0.540625,2.4485,0.5575,0.000425,37.74769631,-77.4712361,0,9.798127037
47000,37.11635192,-77.35950327,0,1,2,0,0,1,0,3,45.22689539,0.846470588,1.069117647,-0.241764706,0.000170588,37.1161059,-77.3593954,0,10.75790288
29000,37.51319922,-77.78262218,0,1,1,1,0,0,0,4,51.2859245,1.019375,1.5043125,-0.7875,0.00026875,37.51306352,-77.78255489,0,10.27505111
37000,37.71421732,-77.7962688,0,1,2,1,0,0,0,23,49.17565579,0.51125,1.055,-0.42375,0.00028125,37.71424195,-77.79611487,0,10.51867319
2500,37.0571018,-77.6201631,0,1,2,1,0,0,0,6,56.20988484,0.87625,1.49925,0.54,0.00115,37.05707295,-77.62014305,1,7.824046011
16000,37.72778173,-77.47108237,1,0,4,1,0,0,0,11,50.31072457,0.6775,1.5348125,-0.258125,0.00033125,37.72786899,-77.47096935,0,9.680344001
6800,36.70489792,-78.17777085,0,1,2,1,0,0,0,5,58.03238964,0.855,1.295625,0.59875,0.00050625,36.70499144,-78.17780998,1,8.824677891
4800,37.42373362,-76.92726902,0,1,2,0,0,1,0,4,46.87354447,1.249375,1.9175,0.52125,0.0004125,37.42372582,-76.92728794,0,8.476371197
8800,36.73590057,-77.90187737,1,1,2,0,1,0,0,3,53.58803583,0.848125,1.506,-1.92,0.0003625,36.73580172,-77.90180539,0,9.082507
8800,36.70398258,-78.00882263,0,1,2,1,0,0,0,6,47.32117722,1.04375,1.49675,-0.526875,0.00011875,36.70388995,-78.00878391,0,9.082507
15000,37.51819415,-77.33981349,0,1,2,1,0,0,0,3,52.22915067,0.6975,2.02275,-0.75875,0.0011625,37.51798063,-77.33975562,0,9.61580548
9700,37.19481842,-77.58089401,0,1,2,1,0,0,0,9,53.7159309,0.814375,1.584375,-1.060625,0.0004,37.19485146,-77.58091105,1,9.179881164
10000,37.8082847,-77.47333296,0,0,4,1,0,0,0,4,52.11724248,0.61375,1.1693125,-3.80875,0.0002375,37.80830695,-77.47326716,0,9.210340372
20000,37.38223057,-77.42325771,0,0,4,1,0,0,0,4,54.33941939,0.423125,1.1225625,-4.22375,0.000425,37.38250447,-77.42328504,0,9.903487553
5700,37.14555415,-77.73868235,0,1,2,1,0,0,0,10,58.38410109,0.67,0.5568125,1.00375,0.00064375,37.14558538,-77.73859736,1,8.648221454
35000,37.50954961,-77.70671898,0,1,2,1,0,0,0,7,49.2715771,0.831875,0.70425,-0.494375,0.00115625,37.50953481,-77.706778,0,10.46310334
890,37.47957877,-77.30314763,0,1,3,0,0,0,1,6,39.83931542,0.715,2.996375,0.69875,0.00019375,37.47957491,-77.30313072,2,6.791221463
3600,37.19970024,-77.428575,0,1,2,0,0,1,0,4,41.15023992,0.679375,0.840875,0.5725,0.00133125,37.19976539,-77.42836928,1,8.188689124
3600,37.19982926,-77.44344181,0,1,2,0,0,1,0,4,33.18877159,0.784375,1.4020625,0.243125,0.00164375,37.19995788,-77.44346125,1,8.188689124
5800,37.1507369,-77.51808694,0,0,3,1,0,0,0,7,43.29248241,0.78125,2.32975,4.413125,0.0004625,37.15077784,-77.51818192,0,8.665613197
66000,37.53164705,-77.37681984,0,1,3,0,0,1,0,15,39.26378759,0.939375,2.177125,-0.658125,0.00098125,37.53142729,-77.37694727,2,11.09741002
9200,36.7759191,-77.75858694,0,1,2,1,0,0,0,10,53.38020633,0.46625,1.11925,-0.468125,0.00026875,36.77601223,-77.75861006,1,9.126958763
24000,37.63029527,-77.45861433,0,1,3,1,0,0,0,5,55.85817338,0.959375,3.074,-0.06125,0.00024375,37.63029476,-77.45876332,0,10.08580911
9200,36.77169724,-77.73920146,0,1,2,1,0,0,0,6,53.58803583,0.5975,0.87075,-1.355,0.00016875,36.77181307,-77.73927082,1,9.126958763
7300,37.52774845,-77.41207236,1,0,2,1,0,0,0,6,48.1524952,0.475714286,3.451071429,0.01,0.000392857,37.52763238,-77.41228398,0,8.895629627
16000,37.70344564,-77.46483828,0,0,4,1,0,0,0,11,46.37795106,1.07,1.9656875,0.74,0.0002375,37.70336693,-77.46486487,0,9.680344001
10000,37.80071103,-77.4722638,0,0,4,1,0,0,0,4,51.07809501,0.989375,1.369,2.93375,0.00011875,37.80069479,-77.47231222,0,9.210340372
1700,36.78241125,-77.99611619,1,1,2,1,0,0,0,8,50.64644914,0.645625,1.71425,1.44,0.0002125,36.78241615,-77.99615959,0,7.43838353
16000,37.58944889,-77.44795797,0,1,2,1,0,0,0,11,49.87907869,0.610625,1.855375,-0.000625,0.0003,37.58930119,-77.44801448,0,9.680344001
15000,37.17539378,-77.30536943,0,0,4,1,0,0,0,3,52.78869162,0.646875,1.169375,-1.249375,0.0001375,37.17533597,-77.30545307,0,9.61580548
14000,37.51329965,-77.19631593,0,1,2,0,0,0,1,49,41.85366283,0.62625,2.8186875,0.468125,0.0001625,37.51330017,-77.19642324,0,9.546812609
22000,36.77376667,-78.03794602,0,1,2,1,0,0,0,4,63.75569418,0.666875,0.8594375,2.015625,0.00013125,36.773753,-78.03784718,1,9.998797732
1700,36.8649819,-77.86894197,1,1,2,1,0,0,0,24,49.81513116,1.24375,1.84125,-1.609375,0.0008625,36.86482765,-77.86881164,0,7.43838353
47000,37.11761848,-77.35918781,0,1,2,0,0,1,0,3,46.2340691,0.799375,1.1958125,-0.2375,0.0002125,37.11756884,-77.35932159,0,10.75790288
155000,37.57159589,-77.45481492,0,1,3,1,0,0,0,4,47.06538708,0.79125,1.555625,-2.355625,0.00193125,37.57156946,-77.45491155,27,11.9511804
9700,37.19513286,-77.58711998,0,1,2,1,0,0,0,8,56.36975368,0.908235294,0.867117647,-0.547647059,0.000188235,37.19507603,-77.58703455,1,9.179881164
11000,36.70471914,-78.04311194,0,1,2,1,0,0,0,3,53.42816699,0.561875,1.4771875,0.594375,0.00025625,36.70472916,-78.04310706,0,9.305650552
15000,37.17172028,-77.29960928,0,0,4,1,0,0,0,3,52.98053423,0.798823529,1.767882353,-1.908235294,0.000247059,37.17181936,-77.29979483,0,9.61580548
22000,36.85655376,-77.85366309,0,1,2,1,0,0,0,5,50.23079015,0.7225,2.4049375,2.6,0.0001375,36.85651683,-77.85354705,0,9.998797732
6800,36.70722277,-78.14961395,0,1,2,1,0,0,0,5,58.38410109,0.645625,1.13375,0.135625,0.000375,36.70738459,-78.14964712,1,8.824677891
24000,37.02665959,-77.64209604,0,1,2,0,0,0,1,49,47.41709853,0.415,1.311375,0.84375,0.0002125,37.02672889,-77.64195671,2,10.08580911
47000,37.11187079,-77.3595046,0,1,2,0,0,1,0,3,45.40275112,0.79,1.05,-0.24125,0.00026875,37.1117651,-77.35952237,0,10.75790288
5500,36.65377954,-78.45875809,0,1,2,0,1,0,0,4,58.70383877,0.83125,2.25125,-0.05125,0.00030625,36.65384887,-78.45878929,2,8.612503371
5600,37.14567601,-77.78824728,0,1,2,0,1,0,0,4,61.77332054,0.830625,1.4455,-0.818125,0.00103125,37.1456487,-77.78822912,2,8.630521877
9700,37.21126347,-77.35322031,0,0,4,1,0,0,0,4,52.62882278,0.485,1.3915625,0.393125,0.0001875,37.21128464,-77.35331528,0,9.179881164
5700,37.14616075,-77.77946167,0,1,2,1,0,0,0,9,56.20988484,0.806875,0.9133125,0.788125,0.0002625,37.1461327,-77.77944804,1,8.648221454
23000,36.74751636,-78.09652678,0,1,2,1,0,0,0,4,61.64542546,0.615625,0.7019375,0.27,0.000275,36.74747436,-78.09664586,1,10.04324949
15000,37.17084091,-77.29824586,0,0,4,1,0,0,0,3,52.78869162,0.750625,1.277125,1.23,0.00015625,37.17089091,-77.29835574,0,9.61580548
106000,37.48554454,-77.43205067,0,1,3,0,0,1,0,5,47.38512476,0.916875,1.1775,0.441875,0.0003625,37.48575674,-77.43202283,1,11.57119437
1100,36.71122712,-78.11463483,0,1,2,0,0,1,0,3,48.47223289,0.79875,0.8665,-0.369375,0.00014375,36.71112482,-78.11466063,1,7.003065459
9100,37.51060221,-77.23693185,0,1,2,1,0,0,0,8,58.12831094,0.684705882,1.982352941,2.137647059,0.000282353,37.51065777,-77.23695252,1,9.116029693
66000,37.49153948,-76.99606086,0,1,2,0,0,1,0,3,36.88174184,0.72125,1.5038125,0.00875,0.000175,37.49151077,-76.99615794,0,11.09741002
47000,37.70294396,-77.75659498,0,1,2,0,0,1,0,13,44.69932821,0.86875,0.7624375,0.33125,0.00026875,37.7028468,-77.75672011,0,10.75790288
35000,37.22138076,-77.39191123,0,1,2,1,0,0,0,4,50.42263276,0.74375,0.8708125,-0.68625,0.000125,37.22148896,-77.39199138,0,10.46310334
1600,36.88349162,-77.82894821,1,0,3,1,0,0,0,24,46.68170186,0.97875,1.7134375,1.656875,0.0005875,36.88336562,-77.82895084,0,7.377758908
47000,37.68607312,-77.67389304,0,1,3,0,0,1,0,3,45.37077735,0.805,1.626375,0.413125,0.00039375,37.68599918,-77.67380402,1,10.75790288
710,36.85134524,-77.86653795,0,1,2,0,0,1,0,3,57.61673065,0.765,0.9105625,-0.5675,0.00029375,36.85133312,-77.86640932,2,6.56526497
34000,37.82340812,-77.95496649,0,1,2,1,0,0,0,12,49.17565579,0.64,0.9104375,0.8825,0.000175,37.8234439,-77.95507741,0,10.4341158
34000,37.84137452,-77.97889043,1,1,2,0,0,1,0,13,55.79422585,0.883125,0.6543125,-2.078125,0.0001375,37.84125375,-77.97909079,0,10.4341158
47000,37.69198958,-77.70007076,0,1,2,1,0,0,0,12,38.78418106,0.67,1.4256875,1.1125,0.00025,37.691945,-77.70009796,0,10.75790288
8900,37.16841223,-77.50762685,1,0,3,0,0,1,0,14,44.28366923,0.730625,1.6105625,0.39875,0.0002625,37.16835902,-77.50761959,0,9.093806556
22000,36.84348929,-77.91944094,1,1,2,0,0,1,0,3,54.00369482,0.954375,1.16475,-1.569375,0.00013125,36.84322016,-77.91953532,0,9.998797732
22000,36.75621946,-78.09047364,0,1,2,1,0,0,0,4,61.29371401,0.58,0.6675,0.64125,0.00033125,36.75616377,-78.09030536,1,9.998797732
4200,37.09024265,-77.57483402,1,0,3,1,0,0,0,10,47.4490723,0.93875,1.8805,1.55125,0.00023125,37.09012509,-77.57480836,0,8.342839804
39000,37.42971293,-77.33931454,0,1,3,0,0,0,1,30,63.40398273,1.049375,1.299125,0.31,0.00016875,37.4297175,-77.33911414,2,10.57131693
5600,37.14678223,-77.78293402,0,1,2,1,0,0,0,9,52.78869162,0.75625,1.291875,0.805,0.00123125,37.14660151,-77.78297696,1,8.630521877
8800,36.73060149,-77.91188706,0,1,2,1,0,0,0,4,52.98053423,0.734375,1.13775,0.921875,0.0001625,36.73061062,-77.9118897,0,9.082507
1600,36.8953055,-77.81595898,1,0,3,1,0,0,0,24,45.59459373,1.375625,3.244875,0.728125,0.000175,36.89540536,-77.81599153,0,7.377758908
12000,37.19938134,-77.46282192,0,1,2,1,0,0,0,6,46.74564939,1.264375,2.060875,-0.9575,0.0011875,37.19938347,-77.46277864,0,9.392661929
1800,37.86478234,-78.02094458,1,0,2,1,0,0,0,3,49.68723608,0.75,1.465625,0.75,0.0001875,37.86488464,-78.02092141,0,7.495541944
10000,37.79388576,-77.47034218,0,0,4,1,0,0,0,4,51.70158349,0.913125,2.627,0.54375,0.00026875,37.79375976,-77.47044173,0,9.210340372
35000,37.50930158,-77.75757361,0,1,1,1,0,0,0,4,52.30908509,0.728125,0.845375,2.609375,0.0002125,37.50941992,-77.75750802,0,10.46310334
24000,36.97400016,-77.70909895,0,1,2,0,0,0,1,49,43.67616763,0.528125,2.07725,0.966875,0.00020625,36.97397194,-77.70911664,1,10.08580911
33000,37.88827743,-78.0360535,1,1,2,0,0,1,0,14,56.64153071,0.806875,0.7810625,1.745,0.00018125,37.88818553,-78.03614941,0,10.40426284
8900,37.15624927,-77.51666245,1,0,3,0,0,1,0,14,43.00471849,0.69,2.4890625,2.178125,0.00018125,37.15620146,-77.51671994,0,9.093806556
8800,36.73716536,-77.90007495,1,1,2,1,0,0,0,10,52.30908509,0.96625,2.08925,1.489375,0.0002125,36.73712805,-77.89999223,0,9.082507
16000,37.66666955,-77.66758005,0,1,2,0,1,0,0,3,50.00697377,0.43,1.49,-2.4375,0.00029375,37.66675635,-77.66755368,0,9.680344001
2500,37.06488849,-77.60500065,1,1,2,1,0,0,0,6,50.8862524,0.985,1.268625,4.675625,0.00061875,37.06489433,-77.60497871,0,7.824046011
10000,37.79262704,-77.46936147,0,0,4,1,0,0,0,4,51.8934261,0.97375,1.3264375,0.028125,0.000275,37.79253436,-77.46946121,0,9.210340372
16000,37.31931964,-77.40657383,0,0,4,1,0,0,0,5,52.53290147,0.735,2.3008125,0.703125,0.00033125,37.31939596,-77.40670298,0,9.680344001
1100,37.69971743,-77.74534454,0,1,2,0,0,1,0,15,49.17565579,0.833125,1.0565,-0.43375,0.00023125,37.69984051,-77.74523835,1,7.003065459
9200,36.76152713,-77.67979094,0,1,2,1,0,0,0,14,53.20435061,0.84875,1.1353125,0.426875,0.0001375,36.76159712,-77.67968887,1,9.126958763
15000,37.17917144,-77.31108286,0,0,4,1,0,0,0,3,53.14040307,0.645625,1.0183125,0.9375,0.0001125,37.17908584,-77.31109576,0,9.61580548
9200,36.75742954,-77.65813812,0,1,2,1,0,0,0,6,48.1524952,0.598,1.253133333,-0.359333333,0.00124,36.75745686,-77.65813803,0,9.126958763
8900,37.17865929,-77.49482778,1,0,3,0,0,1,0,14,44.31564299,0.921875,1.9779375,1.998125,0.00034375,37.17863661,-77.49484801,0,9.093806556
8800,36.71962752,-77.96384725,0,1,2,1,0,0,0,8,49.07973448,0.901875,1.4978125,-0.154375,0.00024375,36.71980212,-77.96374215,0,9.082507
10000,36.74057474,-78.11773452,1,0,2,1,0,0,0,26,48.24841651,0.694705882,1.490941176,-0.274705882,0.002676471,36.74065237,-78.11760021,0,9.210340372
42000,37.66054005,-77.46029293,0,1,3,1,0,0,0,6,50.77434421,0.67,1.077625,0.0925,0.0002625,37.66061,-77.46028512,0,10.6454249
7400,37.22548041,-77.41457584,1,0,4,1,0,0,0,7,50.35868522,0.724375,2.3271875,2.71375,0.000425,37.22560685,-77.41469968,0,8.909235279
7300,37.52852973,-77.41367599,1,0,2,1,0,0,0,6,48.77598369,0.501428571,5.959428571,0.514285714,0.000714286,37.52851656,-77.41371111,0,8.895629627
8800,36.71595299,-77.97921688,0,1,2,1,0,0,0,8,48.12052143,0.868125,1.2508125,0.471875,0.0005,36.71584933,-77.97920514,0,9.082507
6900,37.15967828,-77.69546546,0,1,2,1,0,0,0,9,58.0643634,0.66125,1.348375,-0.551875,0.0002375,37.15983467,-77.69542734,1,8.839276691
6600,37.67093099,-77.68703863,0,0,2,1,0,0,0,5,46.45788548,0.4575,2.0975625,-1.049375,0.0007125,37.67090611,-77.68692629,0,8.794824928
13000,37.18869444,-78.19035962,0,1,2,1,0,0,0,6,49.35151152,0.678823529,1.461470588,0.723529412,0.003252941,37.18879058,-78.19044966,0,9.472704636
1700,36.78833543,-77.97770312,0,0,3,1,0,0,0,3,54.05165547,0.79625,1.4373125,1.28,0.00179375,36.78835224,-77.97778863,1,7.43838353
5200,36.65773957,-78.70199762,1,1,2,1,0,0,0,8,52.03730806,0.986153846,1.995230769,-3.098461538,0.000653846,36.65773479,-78.70198141,0,8.556413905
1800,37.87455809,-78.03185129,1,0,2,1,0,0,0,3,54.99488164,0.855625,1.5404375,3.87625,0.00029375,37.87463777,-78.03177505,1,7.495541944
8800,36.72285904,-77.9492026,0,1,2,1,0,0,0,6,53.90777351,0.604375,1.0368125,1.46875,0.00018125,36.72282231,-77.94923005,1,9.082507
67000,37.50760335,-77.10898785,0,1,2,0,0,1,0,3,32.75712572,0.625,1.00775,0.835625,0.00033125,37.50766896,-77.10908091,0,11.1124479
8900,37.18066414,-77.49204916,1,0,3,0,0,1,0,14,43.29248241,0.450625,1.6364375,-1.108125,0.00026875,37.18058148,-77.49221386,0,9.093806556
7800,36.7452386,-78.11150565,1,0,2,1,0,0,0,18,49.11170825,0.994375,2.1028125,-0.168125,0.001475,36.7451508,-78.11132935,0,8.961879013
4800,37.42295683,-76.94176284,1,1,2,0,0,0,1,49,48.29637716,0.52625,3.0053125,-0.91125,0.00029375,37.42294326,-76.94173169,0,8.476371197
8800,36.72313122,-77.94441109,0,1,2,1,0,0,0,8,54.03566859,0.695,1.0783125,-0.60375,0.00033125,36.72290656,-77.94440291,1,9.082507
35000,37.50803932,-77.74685516,0,1,1,1,0,0,0,4,52.32507198,0.745625,0.914,0.110625,0.00023125,37.50805572,-77.74672709,0,10.46310334
67000,37.5076521,-77.10337414,0,1,2,0,0,1,0,13,35.04325016,0.5175,1.0401875,0.66875,0.00030625,37.50769823,-77.1033453,1,11.1124479
8800,36.70564062,-78.00181038,0,1,2,1,0,0,0,6,47.92867882,0.58625,0.9325625,3.304375,0.00110625,36.70558643,-78.00189239,0,9.082507
73000,37.51580277,-77.25130406,0,1,2,0,0,1,0,11,36.97766315,0.92625,0.91225,1.345,0.0003625,37.51593343,-77.25122779,0,11.19821472
24000,37.63312085,-77.45929092,0,1,3,1,0,0,0,5,62.76450736,0.910588235,3.137470588,0.838235294,0.000376471,37.63316173,-77.4590799,3,10.08580911
1600,37.67804299,-77.50853933,0,1,3,1,0,0,0,20,38.81615483,0.9825,0.776125,-0.536875,0.00018125,37.67809739,-77.5084369,0,7.377758908
1600,37.68181865,-77.52780414,0,1,3,0,0,1,0,4,51.2859245,1.0175,0.7631875,2.311875,0.0003,37.68168176,-77.52783314,1,7.377758908
66000,37.48915368,-76.9725265,0,1,2,0,0,1,0,13,44.09182662,0.72,1.222882353,0.588235294,0.000147059,37.48908265,-76.97245014,0,11.09741002
1600,37.64325176,-77.41248087,1,1,4,0,0,1,0,15,48.12052143,0.958823529,1.96,0.156470588,0.000429412,37.64319053,-77.41257647,1,7.377758908
2100,37.49529598,-77.024988,0,1,2,0,0,1,0,3,43.64419386,0.9175,2.0658125,0.703125,0.00015625,37.49520439,-77.02493203,1,7.649692624
1300,37.19809894,-77.47437177,0,1,2,0,0,1,0,9,42.06149232,0.9525,1.0865,-1.05375,0.00045,37.19800948,-77.47439542,1,7.170119543
1600,37.68166027,-77.52602786,0,1,3,0,0,1,0,4,51.63763596,1.025625,0.79775,2.166875,0.00026875,37.68165718,-77.5259684,1,7.377758908
10000,37.81966541,-77.47420959,0,0,4,1,0,0,0,3,51.12605566,0.531875,1.2395625,2.491875,0.001225,37.81980702,-77.47427264,0,9.210340372
10000,37.81492191,-77.47404956,0,0,4,1,0,0,0,3,58.25620601,0.74,1.192625,0.401875,0.000225,37.81508959,-77.47388534,1,9.210340372
35000,37.66027478,-77.46929823,0,1,3,0,0,1,0,10,45.75446257,0.909375,0.7636875,2.391875,0.00073125,37.66027089,-77.4694629,1,10.46310334
6900,36.67485635,-78.30780795,0,1,2,0,1,0,0,6,59.11949776,0.78,1.2841875,1.984375,0.0011625,36.67469,-78.30778583,1,8.839276691
1900,36.8173761,-77.94256484,0,0,3,1,0,0,0,25,47.03341331,1.10125,2.303875,1.535,0.0001375,36.81729344,-77.94255109,1,7.549609165
7500,37.17739177,-77.63129909,0,1,2,0,1,0,0,3,56.49764875,0.600625,1.24425,-0.180625,0.00015,37.1772867,-77.63115598,1,8.9226583
1000,36.94258438,-77.73575816,1,1,2,1,0,0,0,24,49.68723608,1.021875,2.6896875,3.6875,0.0009125,36.94240496,-77.7357576,0,6.907755279
7200,37.85618349,-77.46442605,0,0,4,1,0,0,0,3,51.7975048,0.958125,1.888125,2.719375,0.00024375,37.85623215,-77.46441938,0,8.881836305
710,36.85143064,-77.89336297,0,1,2,0,0,1,0,3,57.52080934,0.77125,1.134,2.038125,0.00033125,36.8514938,-77.8932415,3,6.56526497
9700,37.19499319,-77.59529214,0,1,2,1,0,0,0,9,57.61673065,0.8175,1.1743125,-0.580625,0.0002875,37.19488349,-77.59535186,1,9.179881164
2200,37.6746963,-77.56657205,0,1,3,0,0,1,0,8,49.39947217,0.8125,1.0090625,0.389375,0.0001375,37.6747684,-77.56677448,1,7.696212639
15000,37.17539378,-77.30536943,0,0,4,1,0,0,0,3,53.66797025,0.535,1.174875,1.656875,0.00023125,37.1754425,-77.30544647,0,9.61580548
22000,36.82332806,-77.95609332,1,1,2,1,0,0,0,9,59.37528791,0.800625,0.7343125,0.41,0.00014375,36.82323942,-77.95608719,0,9.998797732
8800,36.70630046,-77.99932103,0,1,2,1,0,0,0,8,48.53618042,0.71875,1.2745,-1.00875,0.00033125,36.70636439,-77.99937713,0,9.082507
106000,37.28278865,-77.3887635,0,1,3,0,0,1,0,7,46.07420026,0.6675,0.9699375,0.51375,0.00058125,37.28282584,-77.3887848,1,11.57119437
15000,37.13713519,-77.2462058,0,0,4,0,0,1,0,12,58.19225848,0.496875,1.1518125,0.624375,0.00020625,37.13708348,-77.24624754,2,9.61580548
1800,37.86158339,-78.01721499,1,0,2,1,0,0,0,3,49.87907869,0.755294118,1.658764706,0.123529412,0.000241176,37.86154834,-78.01728511,0,7.495541944
9700,37.21152584,-77.35349296,0,0,4,1,0,0,0,11,45.91433141,0.416875,1.2130625,0.013125,0.00026875,37.21140888,-77.35340244,0,9.179881164
2400,36.762896,-78.05754753,1,0,3,1,0,0,0,12,48.53618042,0.665,1.760375,0.188125,0.0002625,36.76286155,-78.05751877,0,7.783224016
47000,37.68953253,-77.68950037,0,1,2,1,0,0,0,12,36.00246321,0.468125,1.3481875,-0.565625,0.00015,37.68963444,-77.6895642,0,10.75790288
9700,37.21196831,-77.35502838,0,0,4,1,0,0,0,11,46.17012156,0.455625,0.857375,0.471875,0.0002125,37.21195873,-77.35506477,0,9.179881164
4500,37.20093338,-77.43164124,1,1,2,0,0,1,0,4,51.03013436,0.759375,1.0330625,0.631875,0.00023125,37.20108703,-77.43163111,0,8.411832676
16000,37.73329562,-77.47122172,0,0,4,1,0,0,0,11,46.47387236,0.653125,1.2320625,-0.075,0.00029375,37.73323761,-77.47100548,0,9.680344001
2500,37.07787221,-77.58748603,1,0,3,1,0,0,0,10,43.03669226,0.610625,2.5459375,-0.279375,0.00246875,37.07781451,-77.58734338,0,7.824046011
25000,37.53669367,-77.87978864,0,1,2,1,0,0,0,6,49.55934101,0.671176471,1.354117647,0.553529412,0.000247059,37.53667893,-77.87992305,0,10.1266311
10000,37.79773743,-77.4719912,0,0,4,1,0,0,0,4,51.60566219,0.9525,1.1136875,-4.3475,0.000225,37.7978302,-77.47200543,0,9.210340372
1700,36.78468331,-77.98943025,0,1,2,1,0,0,0,8,54.77106526,0.75625,1.5538125,2.76625,0.0001875,36.78455645,-77.98943234,2,7.43838353
8800,36.71461979,-77.98348285,0,1,2,1,0,0,0,6,53.38020633,0.718125,0.75375,1.658125,0.0001625,36.7145214,-77.98344886,1,9.082507
69000,37.65703781,-77.60717747,0,1,2,0,0,1,0,3,44.25169546,0.865625,1.1653125,1.1175,0.00199375,37.65710943,-77.60746879,0,11.14186178
8800,36.72334757,-77.93725869,0,1,2,1,0,0,0,8,47.81677063,0.848,1.5601,-6.47,0.00034,36.7234806,-77.93718966,0,9.082507
102000,37.22682342,-77.39487124,0,1,2,0,0,1,0,4,45.69051504,0.77375,2.5901875,2.77625,0.00125625,37.22672262,-77.39485658,7,11.53272809
1800,37.18481785,-77.48873412,1,1,1,1,0,0,0,11,50.26276392,0.650625,1.817375,0.729375,0.00066875,37.18475718,-77.48878751,0,7.495541944
8800,36.73661759,-77.90019118,1,1,2,0,1,0,0,3,54.57922265,0.741875,1.44775,0.339375,0.00033125,36.73661403,-77.90032372,0,9.082507
20000,37.65485554,-77.4600221,1,1,3,1,0,0,0,6,56.30580614,0.5725,1.079625,-1.47,0.00014375,37.65482993,-77.46000879,0,9.903487553
66000,37.49284872,-77.00112399,0,1,2,0,0,1,0,6,45.85038388,0.90125,1.3335,1.154375,0.00013125,37.49277864,-77.00122114,0,11.09741002
16000,37.31519188,-77.40815814,0,0,4,1,0,0,0,5,53.23632438,0.87375,2.2471875,4.353125,0.0008625,37.31523547,-77.40825818,0,9.680344001
5600,37.14348839,-77.80936671,0,1,2,1,0,0,0,3,57.71265195,0.74375,0.757375,0.16875,0.00021875,37.14333264,-77.80939284,1,8.630521877
34000,37.81375067,-77.93926483,0,1,2,1,0,0,0,12,50.5825016,0.783125,1.0495,-1.1875,0.00021875,37.81371623,-77.93913347,0,10.4341158
16000,37.59523435,-77.44915035,0,1,2,1,0,0,0,7,49.39947217,0.681875,1.3415,0.25125,0.00023125,37.5953111,-77.44923053,0,9.680344001
1600,37.68151365,-77.52414657,0,1,3,0,0,1,0,4,50.5825016,1.036875,0.7364375,0.99375,0.000375,37.6815626,-77.52415728,1,7.377758908
7400,37.22655045,-77.41107733,1,0,2,1,0,0,0,7,48.44025912,0.674375,2.242,-1.329375,0.00050625,37.22640046,-77.41123335,0,8.909235279
47000,37.69306801,-77.70540318,0,1,2,1,0,0,0,12,42.5890595,0.74125,1.02675,2.094375,0.00024375,37.69313286,-77.70531856,0,10.75790288
66000,37.48966995,-76.97781135,0,1,2,0,0,1,0,13,44.44353807,0.726875,1.1835,0.549375,0.0001625,37.48977571,-76.97781077,0,11.09741002
920,37.16179647,-77.35167051,0,1,2,0,0,1,0,3,47.76880998,0.755882353,0.957352941,-1.047647059,0.001752941,37.16168056,-77.35162013,1,6.82437367
59000,37.46896193,-76.89940351,0,1,2,0,0,1,0,3,45.22689539,0.95,1.4264375,0.53875,0.00019375,37.46893009,-76.89921897,0,10.98529272
